index,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,OPPONENT_TEAM_ID,OPPONENT_TEAM_ABBREVIATION,SEASON,PTS_QTR1,PTS_QTR1_OPP,GAME_DATE,TOTAL_FQP,TEAM_LAST_10,TEAM_WORST_2,LAST_10_OPP,WORST_2_OPP,TEAM_FGA,FGA_OPP
1890,22200276,1610612754,IND,1610612751,BKN,2022-23,23,35,2022-11-25,58,24.0,14.0,27.6,21.0,22.8,21.7
1898,22200274,1610612757,POR,1610612752,NYK,2022-23,25,31,2022-11-25,56,26.5,22.0,27.2,21.0,21.7,22.8
1896,22200284,1610612762,UTA,1610612744,GSW,2022-23,23,37,2022-11-25,60,29.5,22.0,32.4,25.5,22.3,21.4
1897,22200284,1610612744,GSW,1610612762,UTA,2022-23,37,23,2022-11-25,60,30.9,20.5,28.1,15.0,21.4,22.3
1903,22200279,1610612763,MEM,1610612740,NOP,2022-23,44,25,2022-11-25,69,31.7,21.5,28.9,24.0,25.1,23.5
1894,22200282,1610612759,SAS,1610612747,LAL,2022-23,21,33,2022-11-25,54,26.2,19.5,31.1,25.5,23.5,25.1
1899,22200274,1610612752,NYK,1610612757,POR,2022-23,31,25,2022-11-25,56,29.9,20.5,29.4,23.5,24.3,22.6
1891,22200276,1610612751,BKN,1610612754,IND,2022-23,35,23,2022-11-25,58,29.8,23.0,30.1,21.5,22.6,24.3
1911,22200277,1610612748,MIA,1610612764,WAS,2022-23,28,38,2022-11-25,66,30.8,27.5,30.0,22.5,22.8,21.8
1914,22200285,1610612746,LAC,1610612743,DEN,2022-23,26,31,2022-11-25,57,28.1,15.0,30.9,20.5,21.8,22.8
1916,22200280,1610612739,CLE,1610612749,MIL,2022-23,30,25,2022-11-25,55,30.0,22.5,30.8,27.5,22.3,23.0
1909,22200281,1610612741,CHI,1610612760,OKC,2022-23,30,32,2022-11-25,62,27.2,21.0,26.5,22.0,23.0,22.3
1907,22200278,1610612737,ATL,1610612745,HOU,2022-23,33,38,2022-11-25,71,26.6,20.0,28.4,23.0,23.7,23.0
1902,22200279,1610612740,NOP,1610612763,MEM,2022-23,25,44,2022-11-25,69,29.4,23.5,29.9,20.5,23.0,23.7
1904,22200272,1610612766,CHA,1610612750,MIN,2022-23,29,34,2022-11-25,63,24.9,16.0,27.8,22.0,23.2,21.5
1893,22200273,1610612755,PHI,1610612753,ORL,2022-23,24,29,2022-11-25,53,27.6,21.0,24.0,14.0,21.5,23.2
1917,22200280,1610612749,MIL,1610612739,CLE,2022-23,25,30,2022-11-25,55,31.3,25.5,30.6,25.0,23.1,22.2
1915,22200285,1610612743,DEN,1610612746,LAC,2022-23,31,26,2022-11-25,57,30.6,25.0,31.3,25.5,22.2,23.1
1913,22200275,1610612758,SAC,1610612738,BOS,2022-23,22,36,2022-11-25,58,30.4,24.0,28.3,21.5,23.7,23.3
1900,22200283,1610612756,PHX,1610612765,DET,2022-23,23,22,2022-11-25,45,30.1,21.5,29.8,23.0,23.3,23.7
1910,22200277,1610612764,WAS,1610612748,MIA,2022-23,38,28,2022-11-25,66,28.9,24.0,31.7,21.5,22.4,23.2
1905,22200272,1610612750,MIN,1610612766,CHA,2022-23,34,29,2022-11-25,63,32.4,25.5,29.5,22.0,23.2,22.4
1901,22200283,1610612765,DET,1610612756,PHX,2022-23,22,23,2022-11-25,45,27.8,22.0,24.9,16.0,23.1,21.0
1906,22200278,1610612745,HOU,1610612737,ATL,2022-23,38,33,2022-11-25,71,28.4,23.0,26.6,20.0,21.0,23.1
1895,22200282,1610612747,LAL,1610612759,SAS,2022-23,33,21,2022-11-25,54,28.3,21.5,30.4,24.0,23.0,23.1
1912,22200275,1610612738,BOS,1610612758,SAC,2022-23,36,22,2022-11-25,58,31.1,25.5,26.2,19.5,23.1,23.0
1892,22200273,1610612753,ORL,1610612755,PHI,2022-23,29,24,2022-11-25,53,28.7,23.5,30.6,24.0,21.6,23.5
1908,22200281,1610612760,OKC,1610612741,CHI,2022-23,32,30,2022-11-25,62,30.6,24.0,28.7,23.5,23.5,21.6
1888,22200287,1610612745,HOU,1610612760,OKC,2022-23,23,22,2022-11-26,45,29.9,23.5,28.9,21.5,21.0,23.8
1886,22200289,1610612756,PHX,1610612762,UTA,2022-23,22,32,2022-11-26,54,29.6,21.5,29.3,21.5,23.8,21.0
1885,22200286,1610612761,TOR,1610612742,DAL,2022-23,24,29,2022-11-26,53,26.7,22.5,29.2,24.0,24.3,22.0
1884,22200286,1610612742,DAL,1610612761,TOR,2022-23,29,24,2022-11-26,53,29.2,24.0,26.7,22.5,22.0,24.3
1889,22200287,1610612760,OKC,1610612745,HOU,2022-23,22,23,2022-11-26,45,30.4,24.0,25.6,19.5,23.5,22.8
1883,22200288,1610612747,LAL,1610612759,SAS,2022-23,33,34,2022-11-26,67,29.3,21.5,29.6,21.5,22.8,23.5
1882,22200288,1610612759,SAS,1610612747,LAL,2022-23,34,33,2022-11-26,67,25.6,19.5,30.4,24.0,23.6,23.2
1887,22200289,1610612762,UTA,1610612756,PHX,2022-23,32,22,2022-11-26,54,28.9,21.5,29.9,23.5,23.2,23.6
1871,22200293,1610612737,ATL,1610612748,MIA,2022-23,31,23,2022-11-27,54,27.0,20.0,30.3,23.0,23.7,22.3
1864,22200292,1610612754,IND,1610612746,LAC,2022-23,29,35,2022-11-27,64,24.5,15.5,31.9,20.5,22.3,23.7
1880,22200290,1610612757,POR,1610612751,BKN,2022-23,24,31,2022-11-27,55,26.4,22.0,33.2,27.0,21.9,22.5
1869,22200294,1610612764,WAS,1610612738,BOS,2022-23,26,35,2022-11-27,61,29.9,24.0,30.1,20.5,22.5,21.9
1865,22200292,1610612746,LAC,1610612754,IND,2022-23,35,29,2022-11-27,64,27.8,15.0,27.2,21.5,21.3,22.4
1881,22200290,1610612751,BKN,1610612757,POR,2022-23,31,24,2022-11-27,55,30.3,23.0,27.0,20.0,22.4,21.3
1866,22200296,1610612752,NYK,1610612763,MEM,2022-23,26,25,2022-11-27,51,30.1,20.5,29.9,24.0,24.1,21.9
1876,22200297,1610612753,ORL,1610612755,PHI,2022-23,32,36,2022-11-27,68,28.6,23.5,29.0,24.0,21.9,24.1
1868,22200294,1610612738,BOS,1610612764,WAS,2022-23,35,26,2022-11-27,61,31.5,25.5,30.4,24.5,23.6,22.5
1872,22200291,1610612744,GSW,1610612750,MIN,2022-23,47,27,2022-11-27,74,31.9,20.5,24.5,15.5,22.5,23.6
1874,22200298,1610612749,MIL,1610612742,DAL,2022-23,41,33,2022-11-27,74,30.4,24.5,31.5,25.5,23.0,21.7
1875,22200298,1610612742,DAL,1610612749,MIL,2022-23,33,41,2022-11-27,74,29.0,24.0,28.6,23.5,21.7,23.0
1873,22200291,1610612750,MIN,1610612744,GSW,2022-23,27,47,2022-11-27,74,33.2,27.0,26.4,22.0,23.3,22.8
1878,22200295,1610612739,CLE,1610612765,DET,2022-23,20,26,2022-11-27,46,30.0,22.5,30.7,27.5,22.8,23.3
1877,22200297,1610612755,PHI,1610612753,ORL,2022-23,36,32,2022-11-27,68,27.5,21.0,32.0,21.5,21.4,25.1
1867,22200296,1610612763,MEM,1610612752,NYK,2022-23,25,26,2022-11-27,51,32.0,21.5,27.5,21.0,25.1,21.4
1879,22200295,1610612765,DET,1610612739,CLE,2022-23,26,20,2022-11-27,46,27.2,21.5,27.8,15.0,22.7,23.3
1870,22200293,1610612748,MIA,1610612737,ATL,2022-23,23,31,2022-11-27,54,30.7,27.5,30.0,22.5,23.3,22.7
1853,22200307,1610612756,PHX,1610612758,SAC,2022-23,31,26,2022-11-28,57,28.3,21.0,29.7,25.0,24.2,23.4
1859,22200306,1610612762,UTA,1610612741,CHI,2022-23,27,27,2022-11-28,54,27.9,21.5,26.2,22.5,23.4,24.2
1852,22200307,1610612758,SAC,1610612756,PHX,2022-23,26,31,2022-11-28,57,30.1,22.5,27.5,21.0,23.4,22.3
1846,22200304,1610612740,NOP,1610612760,OKC,2022-23,34,26,2022-11-28,60,29.1,23.5,29.2,21.5,22.3,23.4
1860,22200301,1610612738,BOS,1610612766,CHA,2022-23,45,19,2022-11-28,64,32.2,26.0,30.0,23.0,23.8,22.6
1854,22200308,1610612747,LAL,1610612754,IND,2022-23,32,29,2022-11-28,61,29.2,21.5,29.1,23.5,22.6,23.8
1856,22200299,1610612755,PHI,1610612737,ATL,2022-23,23,34,2022-11-28,57,28.9,21.5,28.3,20.0,20.9,23.8
1861,22200301,1610612766,CHA,1610612738,BOS,2022-23,19,45,2022-11-28,64,25.7,16.0,30.0,24.5,23.8,20.9
1855,22200308,1610612754,IND,1610612747,LAL,2022-23,29,32,2022-11-28,61,24.6,15.5,31.9,26.0,22.5,22.4
1851,22200305,1610612743,DEN,1610612745,HOU,2022-23,42,39,2022-11-28,81,29.7,25.0,28.3,21.0,22.4,22.5
1862,22200302,1610612753,ORL,1610612751,BKN,2022-23,28,23,2022-11-28,51,28.5,23.5,29.3,21.5,21.7,22.0
1844,22200300,1610612764,WAS,1610612750,MIN,2022-23,38,33,2022-11-28,71,30.0,24.5,25.7,16.0,22.0,21.7
1849,22200303,1610612761,TOR,1610612739,CLE,2022-23,26,24,2022-11-28,50,26.2,22.5,27.9,21.5,23.6,23.4
1845,22200300,1610612750,MIN,1610612764,WAS,2022-23,33,38,2022-11-28,71,31.9,26.0,24.6,15.5,23.4,23.6
1850,22200305,1610612745,HOU,1610612743,DEN,2022-23,39,42,2022-11-28,81,29.8,23.0,27.6,20.0,20.7,22.2
1863,22200302,1610612751,BKN,1610612753,ORL,2022-23,23,28,2022-11-28,51,30.0,23.0,32.2,26.0,22.2,20.7
1857,22200299,1610612737,ATL,1610612755,PHI,2022-23,34,23,2022-11-28,57,27.6,20.0,29.8,23.0,23.4,23.3
1847,22200304,1610612760,OKC,1610612740,NOP,2022-23,26,34,2022-11-28,60,29.3,21.5,28.5,23.5,23.3,23.4
1848,22200303,1610612739,CLE,1610612761,TOR,2022-23,24,26,2022-11-28,50,28.3,20.0,28.9,21.5,22.4,23.2
1858,22200306,1610612741,CHI,1610612762,UTA,2022-23,27,27,2022-11-28,54,27.5,21.0,30.1,22.5,23.2,22.4
1838,22200311,1610612746,LAC,1610612757,POR,2022-23,25,30,2022-11-29,55,28.2,15.0,28.9,20.5,22.0,22.1
1839,22200311,1610612757,POR,1610612746,LAC,2022-23,30,25,2022-11-29,55,26.0,22.0,33.7,20.5,22.1,22.0
1843,22200309,1610612752,NYK,1610612765,DET,2022-23,40,32,2022-11-29,72,28.9,20.5,28.2,15.0,23.4,22.6
1840,22200310,1610612744,GSW,1610612742,DAL,2022-23,24,36,2022-11-29,60,33.7,20.5,26.0,22.0,22.6,23.4
1842,22200309,1610612765,DET,1610612752,NYK,2022-23,32,40,2022-11-29,72,27.7,22.5,29.4,24.0,21.8,22.0
1841,22200310,1610612742,DAL,1610612744,GSW,2022-23,36,24,2022-11-29,60,29.4,24.0,27.7,22.5,22.0,21.8
1830,22200314,1610612738,BOS,1610612748,MIA,2022-23,38,35,2022-11-30,73,33.8,26.5,28.5,22.5,24.0,24.4
1818,22200319,1610612759,SAS,1610612760,OKC,2022-23,35,32,2022-11-30,67,26.2,19.5,28.0,21.5,24.4,24.0
1836,22200318,1610612740,NOP,1610612761,TOR,2022-23,40,29,2022-11-30,69,29.5,23.5,26.7,24.0,22.9,24.2
1826,22200316,1610612752,NYK,1610612749,MIL,2022-23,20,22,2022-11-30,42,30.7,20.5,29.4,22.5,24.2,22.9
1816,22200322,1610612746,LAC,1610612762,UTA,2022-23,26,35,2022-11-30,61,26.9,15.0,30.3,23.0,21.5,21.5
1823,22200320,1610612745,HOU,1610612743,DEN,2022-23,24,44,2022-11-30,68,30.3,23.0,26.9,15.0,21.5,21.5
1814,22200315,1610612751,BKN,1610612764,WAS,2022-23,29,28,2022-11-30,57,28.5,22.5,33.8,26.5,21.9,22.7
1832,22200313,1610612737,ATL,1610612753,ORL,2022-23,38,27,2022-11-30,65,28.8,21.0,28.8,21.5,22.7,21.9
1834,22200317,1610612750,MIN,1610612763,MEM,2022-23,27,26,2022-11-30,53,32.3,26.0,29.6,22.5,23.1,22.2
1828,22200324,1610612757,POR,1610612747,LAL,2022-23,22,24,2022-11-30,46,26.5,22.0,31.1,25.0,22.2,23.1
1825,22200312,1610612755,PHI,1610612739,CLE,2022-23,21,25,2022-11-30,46,27.9,21.5,30.2,25.0,21.1,22.6
1822,22200320,1610612743,DEN,1610612745,HOU,2022-23,44,24,2022-11-30,68,31.1,25.0,26.5,22.0,22.6,21.1
1824,22200312,1610612739,CLE,1610612755,PHI,2022-23,25,21,2022-11-30,46,27.8,20.0,32.1,22.0,22.4,23.4
1819,22200319,1610612760,OKC,1610612759,SAS,2022-23,32,35,2022-11-30,67,29.2,21.5,31.1,24.5,23.4,22.4
1817,22200322,1610612762,UTA,1610612746,LAC,2022-23,35,26,2022-11-30,61,28.0,21.5,26.2,19.5,23.5,21.8
1833,22200313,1610612753,ORL,1610612737,ATL,2022-23,27,38,2022-11-30,65,28.3,23.5,24.3,15.5,21.8,23.5
1835,22200317,1610612763,MEM,1610612750,MIN,2022-23,26,27,2022-11-30,53,32.1,22.0,27.8,20.0,25.0,23.4
1831,22200314,1610612748,MIA,1610612738,BOS,2022-23,35,38,2022-11-30,73,30.2,25.0,27.9,21.5,23.4,25.0
1821,22200321,1610612756,PHX,1610612741,CHI,2022-23,32,25,2022-11-30,57,29.4,22.5,30.7,20.5,24.7,23.0
1829,22200324,1610612747,LAL,1610612757,POR,2022-23,24,22,2022-11-30,46,28.8,21.5,28.8,21.0,23.0,24.7
1837,22200318,1610612761,TOR,1610612740,NOP,2022-23,29,40,2022-11-30,69,26.7,24.0,29.5,23.5,22.9,23.2
1820,22200321,1610612741,CHI,1610612756,PHX,2022-23,25,32,2022-11-30,57,27.1,21.0,31.2,24.5,23.2,22.9
1813,22200323,1610612754,IND,1610612758,SAC,2022-23,20,33,2022-11-30,53,24.3,15.5,28.3,23.5,22.5,22.1
1815,22200315,1610612764,WAS,1610612751,BKN,2022-23,28,29,2022-11-30,57,31.2,24.5,27.1,21.0,22.1,22.5
1812,22200323,1610612758,SAC,1610612754,IND,2022-23,33,20,2022-11-30,53,29.6,22.5,32.3,26.0,23.5,22.7
1827,22200316,1610612749,MIL,1610612752,NYK,2022-23,22,20,2022-11-30,42,31.1,24.5,29.2,21.5,22.7,23.5
1811,22200325,1610612765,DET,1610612742,DAL,2022-23,36,36,2022-12-01,72,28.3,22.5,30.2,24.0,21.9,22.0
1810,22200325,1610612742,DAL,1610612765,DET,2022-23,36,36,2022-12-01,72,30.2,24.0,28.3,22.5,22.0,21.9
1801,22200329,1610612751,BKN,1610612761,TOR,2022-23,41,17,2022-12-02,58,29.0,22.5,28.5,21.5,21.8,23.6
1797,22200326,1610612766,CHA,1610612764,WAS,2022-23,36,31,2022-12-02,67,25.8,16.5,26.6,21.0,23.6,21.8
1793,22200327,1610612743,DEN,1610612737,ATL,2022-23,25,28,2022-12-02,53,32.0,25.0,31.3,22.0,22.6,22.8
1803,22200331,1610612749,MIL,1610612747,LAL,2022-23,31,33,2022-12-02,64,29.7,23.0,23.6,15.0,22.8,22.6
1799,22200332,1610612755,PHI,1610612763,MEM,2022-23,30,29,2022-12-02,59,28.0,22.0,33.6,20.0,21.0,22.2
1790,22200330,1610612753,ORL,1610612739,CLE,2022-23,25,27,2022-12-02,52,28.6,23.5,34.3,26.5,22.2,21.0
1796,22200326,1610612764,WAS,1610612766,CHA,2022-23,31,36,2022-12-02,67,31.2,24.5,26.5,19.5,22.1,23.6
1794,22200328,1610612748,MIA,1610612738,BOS,2022-23,27,27,2022-12-02,54,30.5,25.0,27.8,20.0,23.6,22.1
1807,22200333,1610612740,NOP,1610612759,SAS,2022-23,26,24,2022-12-02,50,31.3,25.0,29.4,23.0,22.8,23.2
1802,22200331,1610612747,LAL,1610612749,MIL,2022-23,33,31,2022-12-02,64,27.8,21.5,26.9,24.0,23.2,22.8
1809,22200334,1610612745,HOU,1610612756,PHX,2022-23,27,36,2022-12-02,63,29.4,23.0,31.3,25.0,21.4,24.8
1808,22200334,1610612756,PHX,1610612745,HOU,2022-23,36,27,2022-12-02,63,28.7,22.5,29.7,21.0,24.8,21.4
1805,22200336,1610612744,GSW,1610612741,CHI,2022-23,35,33,2022-12-02,68,33.6,20.0,28.0,22.0,22.6,23.4
1792,22200327,1610612737,ATL,1610612743,DEN,2022-23,28,25,2022-12-02,53,29.7,21.0,28.7,22.5,23.4,22.6
1800,22200329,1610612761,TOR,1610612751,BKN,2022-23,17,41,2022-12-02,58,26.9,24.0,27.8,21.5,22.8,22.2
1791,22200330,1610612739,CLE,1610612753,ORL,2022-23,27,25,2022-12-02,52,27.8,20.0,30.5,25.0,22.2,22.8
1798,22200332,1610612763,MEM,1610612755,PHI,2022-23,29,30,2022-12-02,59,31.3,22.0,32.0,25.0,24.7,22.8
1789,22200335,1610612762,UTA,1610612754,IND,2022-23,35,24,2022-12-02,59,28.5,21.5,29.0,22.5,22.8,24.7
1806,22200333,1610612759,SAS,1610612740,NOP,2022-23,24,26,2022-12-02,50,26.5,19.5,31.2,24.5,24.2,23.9
1795,22200328,1610612738,BOS,1610612748,MIA,2022-23,27,27,2022-12-02,54,34.3,26.5,28.6,23.5,23.9,24.2
1804,22200336,1610612741,CHI,1610612744,GSW,2022-23,33,35,2022-12-02,68,26.6,21.0,25.8,16.5,22.5,22.5
1788,22200335,1610612754,IND,1610612762,UTA,2022-23,24,35,2022-12-02,59,23.6,15.0,29.7,23.0,22.5,22.5
1787,22200343,1610612762,UTA,1610612757,POR,2022-23,31,40,2022-12-03,71,29.0,21.5,28.4,23.0,22.5,21.8
1776,22200340,1610612753,ORL,1610612761,TOR,2022-23,22,36,2022-12-03,58,28.1,23.5,30.1,23.0,21.8,22.5
1786,22200343,1610612757,POR,1610612762,UTA,2022-23,40,31,2022-12-03,71,26.0,21.5,29.5,21.5,22.2,21.6
1778,22200342,1610612745,HOU,1610612744,GSW,2022-23,23,39,2022-12-03,62,28.4,23.0,29.0,21.5,21.6,22.2
1781,22200338,1610612758,SAC,1610612746,LAC,2022-23,38,24,2022-12-03,62,29.5,22.5,30.4,24.0,24.1,22.6
1779,22200342,1610612744,GSW,1610612745,HOU,2022-23,39,23,2022-12-03,62,33.2,20.0,32.5,27.0,22.6,24.1
1775,22200337,1610612742,DAL,1610612752,NYK,2022-23,20,32,2022-12-03,52,30.4,24.0,29.5,22.5,21.7,23.1
1783,22200341,1610612750,MIN,1610612760,OKC,2022-23,29,32,2022-12-03,61,32.5,27.0,33.2,20.0,23.1,21.7
1784,22200339,1610612749,MIL,1610612766,CHA,2022-23,30,24,2022-12-03,54,30.1,23.0,28.1,23.5,23.2,24.0
1785,22200339,1610612766,CHA,1610612749,MIL,2022-23,24,30,2022-12-03,54,26.4,16.5,27.6,15.0,24.0,23.2
1782,22200341,1610612760,OKC,1610612750,MIN,2022-23,32,29,2022-12-03,61,29.5,21.5,26.0,21.5,24.4,22.4
1777,22200340,1610612761,TOR,1610612753,ORL,2022-23,36,22,2022-12-03,58,25.7,20.5,29.7,19.5,22.4,24.4
1774,22200337,1610612752,NYK,1610612742,DAL,2022-23,32,20,2022-12-03,52,29.7,19.5,25.7,20.5,24.2,21.1
1780,22200338,1610612746,LAC,1610612758,SAC,2022-23,24,38,2022-12-03,62,27.6,15.0,26.4,16.5,21.1,24.2
1766,22200349,1610612747,LAL,1610612764,WAS,2022-23,33,27,2022-12-04,60,29.0,22.5,32.0,25.0,23.3,23.9
1763,22200346,1610612738,BOS,1610612751,BKN,2022-23,35,27,2022-12-04,62,34.0,25.0,28.5,22.0,23.9,23.3
1764,22200345,1610612759,SAS,1610612756,PHX,2022-23,30,35,2022-12-04,65,25.8,19.5,31.2,25.0,24.2,21.9
1761,22200350,1610612741,CHI,1610612758,SAC,2022-23,27,29,2022-12-04,56,26.9,21.0,27.5,21.5,21.9,24.2
1767,22200349,1610612764,WAS,1610612747,LAL,2022-23,27,33,2022-12-04,60,31.5,24.5,30.4,22.0,21.3,21.6
1758,22200351,1610612754,IND,1610612757,POR,2022-23,24,28,2022-12-04,52,23.2,15.0,31.0,24.0,21.6,21.3
1760,22200350,1610612758,SAC,1610612741,CHI,2022-23,29,27,2022-12-04,56,31.0,24.0,23.2,15.0,23.7,21.7
1773,22200347,1610612765,DET,1610612763,MEM,2022-23,26,40,2022-12-04,66,29.0,22.5,30.0,22.5,21.7,23.7
1770,22200348,1610612752,NYK,1610612739,CLE,2022-23,23,16,2022-12-04,39,28.1,19.5,30.9,24.5,23.0,22.6
1759,22200351,1610612757,POR,1610612754,IND,2022-23,28,24,2022-12-04,52,27.5,21.5,26.9,21.0,22.6,23.0
1765,22200345,1610612756,PHX,1610612759,SAS,2022-23,35,30,2022-12-04,65,30.0,22.5,29.0,22.5,24.4,22.1
1771,22200348,1610612739,CLE,1610612752,NYK,2022-23,16,23,2022-12-04,39,28.5,22.0,34.0,25.0,22.1,24.4
1768,22200344,1610612740,NOP,1610612743,DEN,2022-23,27,31,2022-12-04,58,31.2,25.0,25.8,19.5,23.2,21.6
1762,22200346,1610612751,BKN,1610612738,BOS,2022-23,27,35,2022-12-04,62,30.9,24.5,28.1,19.5,21.6,23.2
1772,22200347,1610612763,MEM,1610612765,DET,2022-23,40,26,2022-12-04,66,30.4,22.0,31.5,24.5,24.6,22.3
1769,22200344,1610612743,DEN,1610612740,NOP,2022-23,31,27,2022-12-04,58,32.0,25.0,29.0,22.5,22.3,24.6
1749,22200357,1610612763,MEM,1610612748,MIA,2022-23,27,32,2022-12-05,59,31.1,22.0,26.1,16.5,24.6,23.6
1744,22200353,1610612749,MIL,1610612753,ORL,2022-23,30,21,2022-12-05,51,30.4,23.0,29.1,21.5,23.6,24.6
1746,22200355,1610612761,TOR,1610612738,BOS,2022-23,25,27,2022-12-05,52,26.9,20.5,30.1,22.0,22.0,23.3
1752,22200354,1610612737,ATL,1610612760,OKC,2022-23,29,27,2022-12-05,56,30.1,22.0,26.9,20.5,23.3,22.0
1755,22200358,1610612756,PHX,1610612742,DAL,2022-23,15,33,2022-12-05,48,30.4,22.5,29.8,25.0,24.2,21.9
1757,22200356,1610612745,HOU,1610612755,PHI,2022-23,27,30,2022-12-05,57,28.1,23.0,28.9,21.5,21.9,24.2
1743,22200359,1610612744,GSW,1610612754,IND,2022-23,21,34,2022-12-05,55,33.8,20.0,26.9,15.0,22.9,21.8
1745,22200353,1610612753,ORL,1610612749,MIL,2022-23,21,30,2022-12-05,51,28.0,23.0,22.9,15.0,21.8,22.9
1753,22200354,1610612760,OKC,1610612737,ATL,2022-23,27,29,2022-12-05,56,29.1,21.5,30.4,23.0,24.2,21.7
1754,22200358,1610612742,DAL,1610612756,PHX,2022-23,33,15,2022-12-05,48,28.9,21.5,28.1,23.0,21.7,24.2
1750,22200352,1610612766,CHA,1610612746,LAC,2022-23,26,28,2022-12-05,54,26.1,16.5,31.1,22.0,24.2,21.3
1742,22200359,1610612754,IND,1610612744,GSW,2022-23,34,21,2022-12-05,55,22.9,15.0,28.0,23.0,21.3,24.2
1751,22200352,1610612746,LAC,1610612766,CHA,2022-23,28,26,2022-12-05,54,26.9,15.0,33.8,20.0,21.5,21.3
1756,22200356,1610612755,PHI,1610612745,HOU,2022-23,30,27,2022-12-05,57,27.3,22.0,34.3,25.0,21.3,21.5
1747,22200355,1610612738,BOS,1610612761,TOR,2022-23,27,25,2022-12-05,52,34.3,25.0,27.3,22.0,23.5,23.5
1748,22200357,1610612748,MIA,1610612763,MEM,2022-23,32,27,2022-12-05,59,29.8,25.0,30.4,22.5,23.5,23.5
1736,22200361,1610612765,DET,1610612748,MIA,2022-23,20,25,2022-12-06,45,29.3,22.5,26.4,18.0,21.7,23.4
1737,22200361,1610612748,MIA,1610612765,DET,2022-23,25,20,2022-12-06,45,29.5,25.0,30.0,23.0,23.4,21.7
1738,22200360,1610612739,CLE,1610612747,LAL,2022-23,27,26,2022-12-06,53,26.4,18.0,29.3,22.5,22.2,23.5
1739,22200360,1610612747,LAL,1610612739,CLE,2022-23,26,27,2022-12-06,53,30.0,23.0,29.5,25.0,23.5,22.2
1741,22200362,1610612742,DAL,1610612743,DEN,2022-23,36,29,2022-12-06,65,29.2,21.5,31.9,25.0,21.7,22.4
1740,22200362,1610612743,DEN,1610612742,DAL,2022-23,29,36,2022-12-06,65,31.9,25.0,29.2,21.5,22.4,21.7
1730,22200364,1610612766,CHA,1610612751,BKN,2022-23,28,38,2022-12-07,66,25.4,16.5,28.3,21.5,24.2,22.4
1728,22200366,1610612761,TOR,1610612747,LAL,2022-23,39,31,2022-12-07,70,26.8,20.5,30.0,23.0,22.4,24.2
1729,22200366,1610612747,LAL,1610612761,TOR,2022-23,31,39,2022-12-07,70,30.0,23.0,26.8,20.5,23.4,23.1
1720,22200372,1610612744,GSW,1610612762,UTA,2022-23,35,30,2022-12-07,65,32.6,18.5,29.4,21.5,23.1,23.4
1714,22200373,1610612738,BOS,1610612756,PHX,2022-23,31,21,2022-12-07,52,34.0,25.0,28.2,19.5,23.1,23.3
1734,22200369,1610612758,SAC,1610612749,MIL,2022-23,29,34,2022-12-07,63,31.3,24.0,30.5,25.0,23.3,23.1
1724,22200363,1610612753,ORL,1610612746,LAC,2022-23,14,32,2022-12-07,46,27.7,21.5,31.9,26.0,21.3,21.9
1719,22200371,1610612765,DET,1610612740,NOP,2022-23,28,27,2022-12-07,55,29.0,21.0,30.1,22.0,21.9,21.3
1732,22200368,1610612763,MEM,1610612760,OKC,2022-23,27,25,2022-12-07,52,31.9,25.5,25.3,20.5,24.8,22.5
1717,22200367,1610612741,CHI,1610612764,WAS,2022-23,29,22,2022-12-07,51,27.4,22.0,28.3,18.5,22.5,24.8
1733,22200368,1610612760,OKC,1610612763,MEM,2022-23,25,27,2022-12-07,52,28.3,21.5,25.4,16.5,23.7,22.2
1721,22200372,1610612762,UTA,1610612744,GSW,2022-23,30,35,2022-12-07,65,29.4,21.5,32.6,18.5,22.2,23.7
1735,22200369,1610612749,MIL,1610612758,SAC,2022-23,34,29,2022-12-07,63,31.0,23.5,28.1,19.5,23.2,23.0
1723,22200365,1610612737,ATL,1610612752,NYK,2022-23,20,31,2022-12-07,51,30.1,22.0,29.0,21.0,23.0,23.2
1725,22200363,1610612746,LAC,1610612753,ORL,2022-23,32,14,2022-12-07,46,28.2,19.5,34.0,25.0,22.0,22.1
1731,22200364,1610612751,BKN,1610612766,CHA,2022-23,38,28,2022-12-07,66,30.6,24.5,32.4,27.0,22.1,22.0
1727,22200370,1610612754,IND,1610612750,MIN,2022-23,17,35,2022-12-07,52,25.3,20.5,31.9,25.5,21.8,23.4
1726,22200370,1610612750,MIN,1610612754,IND,2022-23,35,17,2022-12-07,52,32.4,27.0,30.6,24.5,23.4,21.8
1715,22200373,1610612756,PHX,1610612738,BOS,2022-23,21,31,2022-12-07,52,28.3,18.5,27.4,22.0,23.8,21.9
1716,22200367,1610612764,WAS,1610612741,CHI,2022-23,22,29,2022-12-07,51,31.9,26.0,27.7,21.5,21.9,23.8
1722,22200365,1610612752,NYK,1610612737,ATL,2022-23,31,20,2022-12-07,51,28.1,19.5,31.0,23.5,23.0,23.2
1718,22200371,1610612740,NOP,1610612765,DET,2022-23,27,28,2022-12-07,55,30.5,25.0,31.3,24.0,23.2,23.0
1711,22200376,1610612743,DEN,1610612757,POR,2022-23,30,36,2022-12-08,66,32.1,25.0,29.9,24.5,22.2,23.2
1710,22200376,1610612757,POR,1610612743,DEN,2022-23,36,30,2022-12-08,66,27.3,21.5,28.9,24.0,23.2,22.2
1712,22200374,1610612746,LAC,1610612748,MIA,2022-23,28,20,2022-12-08,48,29.9,24.5,32.1,25.0,22.2,23.3
