index,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,OPPONENT_TEAM_ID,OPPONENT_TEAM_ABBREVIATION,SEASON,PTS_QTR1,PTS_QTR1_OPP,GAME_DATE,TOTAL_FQP,TEAM_LAST_10,TEAM_WORST_2,LAST_10_OPP,WORST_2_OPP,TEAM_FGA,FGA_OPP,TEAM_PACE,PACE_OPP,TEAM_LAST_10_AGAINST,TEAM_WORST_2_AGAINST,LAST_10_OPP_AGAINST,WORST_2_OPP_AGAINST,TEAM_EFG,EFG_OPP,TEAM_FG,FG_OPP,TEAM_3P_PCT,3P_PCT_OPP,TEAM_FT_PCT,FT_PCT_OPP,TEAM_FTA,FTA_OPP,TEAM_TOV,TOV_OPP
4168,22300345,1610612740,NOP,1610612759,SAS,2023-24,33,20,2023-12-17,53,29.6,22.5,30.8,22.5,22.9,24.2,103.0,100.8,28.5,21.0,26.0,20.5,0.5398000000000001,0.5586,0.4846,0.4801,0.3483,0.3666999999999999,0.8628,0.8018000000000001,6.7,3.4,3.1,2.9
4147,22300349,1610612739,CLE,1610612745,HOU,2023-24,33,34,2023-12-18,67,28.3,20.5,28.2,22.0,24.3,21.9,103.2,99.0,26.2,20.5,26.7,21.5,0.5523,0.5931,0.5015000000000001,0.4290999999999999,0.2915,0.4159,0.82,0.7519,3.5,4.1,3.8,3.0
4156,22300355,1610612760,OKC,1610612763,MEM,2023-24,34,26,2023-12-18,60,28.1,20.5,28.2,21.5,23.2,22.9,102.6,100.8,26.6,16.5,27.8,22.0,0.5746,0.4809,0.4949,0.4206,0.4434,0.3658,0.7939,0.5638,4.7,4.3,3.0,3.8
4154,22300357,1610612751,BKN,1610612762,UTA,2023-24,28,28,2023-12-18,56,27.4,18.5,30.1,21.5,23.5,22.7,98.0,105.4,27.0,19.5,27.6,20.0,0.5102,0.5098,0.4290999999999999,0.5015000000000001,0.4098,0.4187,0.7612,0.7,5.4,4.4,2.8,2.5
4150,22300350,1610612746,LAC,1610612754,IND,2023-24,37,38,2023-12-18,75,30.1,21.5,27.4,18.5,23.7,23.3,99.0,103.2,29.5,24.5,29.7,20.5,0.5766,0.6325000000000001,0.5032,0.4804,0.4636,0.4442,0.7842,0.719,4.5,3.3,2.5,2.8
4158,22300354,1610612761,TOR,1610612766,CHA,2023-24,19,27,2023-12-18,46,28.2,21.5,28.1,20.5,22.9,23.2,100.2,105.0,29.9,21.0,32.5,25.5,0.5343,0.6041,0.486,0.4594999999999999,0.3219999999999999,0.3576,0.5638,0.7939,3.3,4.1,3.4,4.3
4151,22300350,1610612754,IND,1610612746,LAC,2023-24,38,37,2023-12-18,75,30.2,21.0,29.8,20.5,23.6,23.2,106.4,98.8,29.8,23.5,27.5,21.5,0.576,0.5154,0.5016,0.4344,0.3768,0.2997999999999999,0.6841999999999999,0.8324,4.7,6.7,4.3,3.4
4161,22300351,1610612741,CHI,1610612755,PHI,2023-24,25,24,2023-12-18,49,28.2,22.0,28.3,20.5,23.3,23.0,95.2,106.2,28.7,20.5,29.4,22.0,0.5604,0.5133,0.4594999999999999,0.486,0.4187,0.4098,0.7417,0.6541,3.5,3.2,3.2,4.3
4155,22300357,1610612762,UTA,1610612751,BKN,2023-24,28,28,2023-12-18,56,25.9,20.5,31.1,24.5,21.5,22.0,100.8,104.8,29.4,22.0,28.7,20.5,0.4829,0.5735000000000001,0.4082,0.5154,0.2997999999999999,0.3768,0.905,0.58,4.3,4.7,4.3,3.2
4157,22300355,1610612763,MEM,1610612760,OKC,2023-24,26,34,2023-12-18,60,27.0,23.5,30.0,19.0,22.1,23.7,97.8,98.6,26.6,17.0,26.4,20.0,0.5133,0.5604,0.4425,0.4372,0.2738,0.4504,0.7453,0.7666999999999999,4.3,5.0,2.6,3.7
4152,22300358,1610612758,SAC,1610612764,WAS,2023-24,27,31,2023-12-18,58,29.3,24.0,26.7,19.5,22.7,23.5,105.0,100.2,29.7,20.5,29.5,24.5,0.5803,0.5374,0.4804,0.5032,0.4131,0.3391999999999999,0.7519,0.82,4.1,3.5,3.7,2.6
4144,22300352,1610612737,ATL,1610612765,DET,2023-24,38,25,2023-12-18,63,31.1,24.5,25.9,20.5,24.4,22.1,100.6,106.6,32.9,26.0,30.3,23.0,0.6041,0.5343,0.5111,0.496,0.4442,0.4636,0.719,0.7842,4.2,4.1,2.0,3.4
4143,22300353,1610612750,MIN,1610612748,MIA,2023-24,22,33,2023-12-18,55,26.7,19.5,29.3,24.0,22.0,21.5,98.8,97.4,27.1,21.0,31.1,23.5,0.5735000000000001,0.4829,0.5154,0.4082,0.3576,0.3219999999999999,0.6541,0.7417,3.9,5.9,3.4,2.0
4142,22300353,1610612748,MIA,1610612750,MIN,2023-24,33,22,2023-12-18,55,27.9,22.0,32.2,24.5,21.5,22.3,98.8,106.4,27.6,20.0,27.0,19.5,0.5931,0.5523,0.496,0.5111,0.4504,0.2738,0.8539000000000001,0.7574,6.1,6.0,3.2,3.5
4145,22300352,1610612765,DET,1610612737,ATL,2023-24,25,38,2023-12-18,63,25.4,18.5,31.5,23.5,23.3,23.7,106.2,95.2,32.5,25.5,29.9,21.0,0.4553000000000001,0.5513,0.4224,0.4857999999999999,0.1841999999999999,0.2726,0.7574,0.8539000000000001,4.4,5.4,3.5,3.2
4148,22300356,1610612742,DAL,1610612743,DEN,2023-24,20,28,2023-12-18,48,30.0,19.0,27.0,23.5,23.2,23.6,102.6,100.0,27.8,22.0,26.6,16.5,0.5154,0.576,0.4344,0.5016,0.3585,0.3067999999999999,0.7666999999999999,0.7453,6.7,4.7,2.8,3.7
4153,22300358,1610612764,WAS,1610612758,SAC,2023-24,31,27,2023-12-18,58,28.6,22.0,25.6,16.5,21.9,24.3,106.6,100.6,30.3,23.0,32.9,26.0,0.5516,0.4800999999999999,0.4857999999999999,0.4224,0.3717,0.3322,0.7784,0.6293,6.0,6.1,3.7,2.8
4163,22300359,1610612747,LAL,1610612752,NYK,2023-24,27,35,2023-12-18,62,29.8,20.5,30.2,21.0,23.0,23.3,105.4,98.0,31.1,23.5,27.1,21.0,0.5098,0.5102,0.4552,0.4814999999999999,0.3391999999999999,0.4131,0.6293,0.7784,5.0,4.3,2.5,3.3
4146,22300349,1610612745,HOU,1610612739,CLE,2023-24,34,33,2023-12-18,67,25.6,16.5,28.6,22.0,22.3,21.5,100.0,102.6,26.4,20.0,26.6,17.0,0.4809,0.5746,0.4206,0.4949,0.3067999999999999,0.3585,0.7766,0.8017,3.3,4.5,3.3,2.5
4149,22300356,1610612743,DEN,1610612742,DAL,2023-24,28,20,2023-12-18,48,31.5,23.5,25.4,18.5,23.9,24.3,97.4,98.8,26.7,21.5,26.2,20.5,0.6325000000000001,0.5766,0.5639,0.4676999999999999,0.4159,0.2915,0.58,0.905,4.1,3.3,2.4,2.8
4160,22300351,1610612755,PHI,1610612741,CHI,2023-24,24,25,2023-12-18,49,32.2,24.5,27.9,22.0,24.3,23.9,104.8,100.8,27.7,18.0,28.5,16.5,0.5374,0.5803,0.4676999999999999,0.5639,0.3322,0.3717,0.8324,0.6841999999999999,5.9,3.9,2.8,2.4
4159,22300354,1610612766,CHA,1610612761,TOR,2023-24,27,19,2023-12-18,46,24.6,16.5,31.3,25.5,22.1,24.4,100.8,102.6,27.5,21.5,29.8,23.5,0.4800999999999999,0.5516,0.4372,0.4425,0.2726,0.1841999999999999,0.7,0.7612,3.2,3.5,3.9,1.6
4162,22300359,1610612752,NYK,1610612747,LAL,2023-24,35,27,2023-12-18,62,31.3,25.5,24.6,16.5,23.7,22.1,98.6,97.8,28.5,16.5,27.7,18.0,0.5513,0.4553000000000001,0.4814999999999999,0.4552,0.3658,0.4434,0.8017,0.7766,4.1,4.2,1.6,3.9
4135,22300360,1610612740,NOP,1610612763,MEM,2023-24,21,25,2023-12-19,46,30.0,22.5,27.9,22.0,23.1,24.8,103.2,99.8,28.3,20.0,29.1,21.0,0.54,0.5108,0.4768,0.5261,0.3316,0.397,0.8057000000000001,0.8359,7.1,4.7,2.9,3.6
4141,22300362,1610612738,BOS,1610612744,GSW,2023-24,40,30,2023-12-19,70,30.6,22.5,29.5,23.5,21.7,24.3,103.8,98.0,26.5,19.5,28.6,20.5,0.6117000000000001,0.4836999999999999,0.5156,0.4481,0.386,0.3699,0.7562,0.6799999999999999,5.0,5.5,3.6,2.9
4137,22300363,1610612756,PHX,1610612757,POR,2023-24,36,20,2023-12-19,56,25.8,20.5,30.0,20.5,22.0,23.0,96.4,106.2,29.0,23.0,27.1,17.0,0.4836999999999999,0.6117000000000001,0.4278,0.4349999999999999,0.2891,0.284,0.7204,0.8351,6.0,4.1,3.0,3.8
4140,22300362,1610612744,GSW,1610612738,BOS,2023-24,30,40,2023-12-19,70,29.5,23.5,30.6,22.5,23.0,22.0,99.8,103.2,25.7,20.5,30.9,21.5,0.5572999999999999,0.6000000000000001,0.4546,0.4804,0.4448,0.3845999999999999,0.8359,0.8057000000000001,5.5,5.0,3.8,3.0
4139,22300361,1610612749,MIL,1610612759,SAS,2023-24,44,26,2023-12-19,70,33.8,25.0,26.9,23.5,24.3,21.7,106.2,96.4,29.1,21.0,28.3,20.0,0.6000000000000001,0.5572999999999999,0.5261,0.4768,0.3845999999999999,0.4448,0.8043000000000001,0.712,4.7,7.1,3.0,2.6
4134,22300360,1610612763,MEM,1610612740,NOP,2023-24,25,21,2023-12-19,46,26.9,23.5,33.8,25.0,21.8,23.0,98.0,103.8,27.1,17.0,29.0,23.0,0.5108,0.54,0.4349999999999999,0.4278,0.284,0.2891,0.712,0.8043000000000001,4.1,6.0,2.6,3.0
4136,22300363,1610612757,POR,1610612756,PHX,2023-24,20,36,2023-12-19,56,27.9,22.0,30.0,22.5,24.8,23.1,100.0,104.2,30.9,21.5,25.7,20.5,0.5478999999999999,0.5424,0.4804,0.4546,0.3699,0.386,0.6799999999999999,0.7562,3.4,4.7,3.0,4.1
4138,22300361,1610612759,SAS,1610612749,MIL,2023-24,26,44,2023-12-19,70,30.0,20.5,25.8,20.5,23.0,21.8,104.2,100.0,28.6,20.5,26.5,19.5,0.5424,0.5478999999999999,0.4481,0.5156,0.397,0.3316,0.8351,0.7204,4.7,3.4,4.1,3.0
4117,22300366,1610612748,MIA,1610612753,ORL,2023-24,25,24,2023-12-20,49,29.0,22.0,32.6,30.0,21.2,22.3,99.4,101.6,27.2,19.5,30.9,23.5,0.5891,0.4913999999999999,0.493,0.4486,0.4503999999999999,0.2762,0.8371999999999999,0.7685000000000001,6.5,3.3,3.0,3.9
4119,22300369,1610612761,TOR,1610612743,DEN,2023-24,20,29,2023-12-20,49,26.5,20.0,31.8,25.0,23.2,23.6,101.0,101.4,30.4,21.0,27.6,21.0,0.5316,0.4780999999999999,0.4842000000000001,0.4034,0.2987,0.328,0.6138,0.8456999999999999,3.5,4.4,3.9,3.0
4120,22300364,1610612739,CLE,1610612762,UTA,2023-24,36,27,2023-12-20,63,29.1,20.5,24.0,16.5,24.4,22.1,103.2,99.6,26.8,20.5,25.9,20.5,0.5547,0.6132,0.5015000000000001,0.4286,0.287,0.3642999999999999,0.8456999999999999,0.6138,3.7,6.0,3.5,2.9
4123,22300368,1610612751,BKN,1610612752,NYK,2023-24,20,32,2023-12-20,52,28.3,20.0,27.1,22.0,22.8,23.2,98.6,104.0,26.2,19.5,27.1,18.0,0.5237999999999999,0.5690000000000001,0.4382,0.5185,0.4447,0.3433,0.7745,0.75,5.3,4.7,2.9,3.5
4118,22300369,1610612743,DEN,1610612761,TOR,2023-24,29,20,2023-12-20,49,31.8,25.0,26.5,20.0,23.7,24.4,98.6,99.6,25.9,20.5,26.8,20.5,0.6245999999999999,0.5571999999999999,0.5639000000000001,0.5130999999999999,0.3788,0.392,0.5549999999999999,0.8407,4.1,4.9,2.2,4.0
4133,22300367,1610612750,MIN,1610612755,PHI,2023-24,24,28,2023-12-20,52,25.8,19.5,29.0,20.5,22.1,24.4,99.6,103.2,26.6,21.0,31.4,24.5,0.5690000000000001,0.5237999999999999,0.5130999999999999,0.5639000000000001,0.3433,0.4447,0.6541,0.901,3.5,6.9,4.0,2.2
4126,22300371,1610612745,HOU,1610612737,ATL,2023-24,29,39,2023-12-20,68,26.1,16.5,30.2,20.0,22.3,21.2,100.2,95.4,27.8,21.5,29.2,23.0,0.5083,0.5945,0.4468,0.5227999999999999,0.3513,0.3994999999999999,0.7766,0.7293,3.8,5.3,3.3,3.6
4128,22300373,1610612738,BOS,1610612758,SAC,2023-24,38,41,2023-12-20,79,31.6,22.5,25.3,19.5,22.6,22.4,104.0,101.6,27.6,21.0,30.4,21.0,0.6132,0.5547,0.5185,0.4382,0.392,0.3788,0.7762,0.6509,4.6,4.6,3.6,3.3
4127,22300371,1610612737,ATL,1610612745,HOU,2023-24,39,29,2023-12-20,68,32.3,24.5,25.5,20.5,24.4,23.7,101.4,101.0,32.1,24.5,30.8,25.0,0.6434,0.5185,0.5295,0.5178,0.5049,0.4536,0.694,0.7666999999999999,4.3,4.6,2.1,2.7
4115,22300370,1610612747,LAL,1610612741,CHI,2023-24,22,33,2023-12-20,55,29.0,20.5,25.8,19.5,22.8,22.1,106.8,104.8,30.6,23.5,27.7,22.0,0.5185,0.6434,0.4601,0.4659000000000001,0.3525,0.3726,0.7293,0.7766,5.3,3.8,2.7,2.1
4125,22300372,1610612746,LAC,1610612742,DAL,2023-24,35,22,2023-12-20,57,31.0,21.5,31.7,24.0,23.3,24.5,99.6,98.6,30.8,25.0,32.1,24.5,0.5902000000000001,0.5013,0.5178,0.5295,0.4536,0.5049,0.7842,0.8017,4.7,5.3,2.3,2.9
4124,22300372,1610612742,DAL,1610612746,LAC,2023-24,22,35,2023-12-20,57,30.2,20.0,26.1,16.5,23.6,22.1,101.6,104.0,27.7,22.0,30.6,23.5,0.5013,0.5902000000000001,0.4286,0.5015000000000001,0.3029,0.3889999999999999,0.7666999999999999,0.8800000000000001,6.9,3.5,2.9,2.3
4129,22300373,1610612758,SAC,1610612738,BOS,2023-24,41,38,2023-12-20,79,28.2,24.0,30.7,21.0,22.4,22.6,104.0,98.6,29.7,20.5,29.8,22.0,0.5637999999999999,0.5933999999999999,0.4659000000000001,0.4601,0.3994999999999999,0.3513,0.7685000000000001,0.8371999999999999,4.4,3.5,3.6,4.1
4130,22300365,1610612766,CHA,1610612754,IND,2023-24,29,31,2023-12-20,60,24.0,16.5,29.1,20.5,22.1,23.6,101.4,101.0,26.9,20.0,27.8,16.5,0.4913999999999999,0.5891,0.4486,0.493,0.2762,0.4503999999999999,0.75,0.7745,3.3,6.5,4.1,3.6
4114,22300370,1610612741,CHI,1610612747,LAL,2023-24,33,22,2023-12-20,55,27.1,22.0,28.3,20.0,23.2,22.8,95.4,100.2,29.2,23.0,27.8,21.5,0.5933999999999999,0.5637999999999999,0.4923999999999999,0.4879999999999999,0.442,0.3011999999999999,0.7666999999999999,0.694,3.3,4.4,3.4,3.0
4132,22300367,1610612755,PHI,1610612750,MIN,2023-24,28,24,2023-12-20,52,31.7,24.0,31.0,21.5,24.5,23.3,104.8,106.8,27.1,18.0,26.2,19.5,0.5373999999999999,0.5353000000000001,0.4676999999999999,0.4849,0.328,0.2987,0.8407,0.5549999999999999,6.0,3.7,3.0,3.4
4131,22300365,1610612754,IND,1610612766,CHA,2023-24,31,29,2023-12-20,60,30.7,21.0,28.2,24.0,23.9,21.8,106.6,101.2,30.9,23.5,27.2,19.5,0.5945,0.5083,0.5227999999999999,0.4468,0.3726,0.3525,0.6509,0.7762,4.9,4.1,4.2,4.2
4121,22300364,1610612762,UTA,1610612739,CLE,2023-24,27,36,2023-12-20,63,25.5,20.5,32.3,24.5,22.1,22.8,101.0,101.4,29.8,22.0,29.7,20.5,0.4780999999999999,0.5316,0.4034,0.4842000000000001,0.3011999999999999,0.442,0.8800000000000001,0.7666999999999999,4.4,3.3,4.2,4.2
4116,22300366,1610612753,ORL,1610612748,MIA,2023-24,24,25,2023-12-20,49,25.3,19.5,31.6,22.5,21.8,23.9,101.2,106.6,31.4,24.5,26.6,21.0,0.5353000000000001,0.5373999999999999,0.4849,0.4676999999999999,0.3889999999999999,0.3029,0.901,0.6541,4.6,4.6,3.3,2.0
4122,22300368,1610612752,NYK,1610612751,BKN,2023-24,32,20,2023-12-20,52,32.6,30.0,29.0,22.0,23.6,23.2,101.6,99.4,27.8,16.5,26.9,20.0,0.5571999999999999,0.6245999999999999,0.4879999999999999,0.4923999999999999,0.3642999999999999,0.287,0.8017,0.7842,4.6,4.3,2.0,3.3
4102,22300378,1610612749,MIL,1610612753,ORL,2023-24,28,31,2023-12-21,59,35.6,26.5,25.7,20.5,24.1,23.2,106.8,97.6,28.6,21.0,26.1,17.0,0.6100999999999999,0.5980000000000001,0.5321999999999999,0.4597,0.3902,0.3254,0.8543000000000001,0.6541,4.6,3.5,3.0,4.2
4104,22300380,1610612750,MIN,1610612747,LAL,2023-24,36,32,2023-12-21,68,25.1,19.5,29.3,22.0,21.8,23.3,100.2,100.0,26.8,21.0,31.9,21.5,0.5582,0.5047999999999999,0.5044,0.4415,0.3254,0.3902,0.6541,0.8543000000000001,3.7,6.6,4.2,3.0
4108,22300379,1610612746,LAC,1610612760,OKC,2023-24,29,35,2023-12-21,64,31.0,21.5,28.4,24.0,23.5,24.7,99.6,105.0,30.3,23.0,31.0,22.0,0.5980000000000001,0.6100999999999999,0.518,0.4224,0.4588,0.2932,0.8341999999999998,0.8843,4.9,6.2,2.2,4.2
4100,22300376,1610612759,SAS,1610612741,CHI,2023-24,28,27,2023-12-21,55,29.1,20.5,29.7,21.0,23.2,22.4,105.2,101.4,29.8,20.5,28.3,22.0,0.5257000000000001,0.5915,0.4426,0.5088999999999999,0.3595,0.1841999999999999,0.8323,0.6824000000000001,4.2,4.8,4.2,2.2
4101,22300376,1610612741,CHI,1610612759,SAS,2023-24,27,28,2023-12-21,55,28.4,24.0,31.0,21.5,23.2,24.1,97.2,103.2,28.3,22.0,29.8,20.5,0.5915,0.5257000000000001,0.4888,0.4639,0.4446,0.3427,0.7666999999999999,0.8783999999999998,3.1,4.9,3.4,3.1
4112,22300374,1610612765,DET,1610612762,UTA,2023-24,32,34,2023-12-21,66,25.2,18.5,25.8,21.0,23.3,21.8,105.0,99.6,33.2,25.5,30.9,24.0,0.4549,0.6087999999999999,0.4224,0.518,0.1841999999999999,0.3595,0.7491,0.8257000000000001,4.6,5.3,3.1,3.4
4106,22300377,1610612754,IND,1610612763,MEM,2023-24,22,35,2023-12-21,57,30.4,21.0,28.9,20.5,23.8,21.3,106.4,106.2,30.8,23.5,27.6,20.0,0.6087999999999999,0.4549,0.5378000000000001,0.42,0.3601,0.3398,0.6841999999999999,0.6793,4.9,3.1,3.7,3.3
4099,22300381,1610612757,POR,1610612764,WAS,2023-24,24,33,2023-12-21,57,26.8,21.0,26.8,23.5,24.7,23.5,101.4,105.2,31.9,21.5,26.8,21.0,0.5424,0.5204000000000001,0.4748,0.5031000000000001,0.381,0.4057,0.6824000000000001,0.8323,3.5,4.6,3.3,3.7
4109,22300379,1610612760,OKC,1610612746,LAC,2023-24,35,29,2023-12-21,64,28.9,20.5,30.4,21.0,23.1,22.8,103.6,100.0,27.8,19.5,30.7,23.5,0.5698,0.5679999999999998,0.4933,0.4931999999999999,0.4141999999999999,0.4162,0.7939,0.8550000000000001,4.8,4.2,3.0,3.9
4098,22300381,1610612764,WAS,1610612757,POR,2023-24,33,24,2023-12-21,57,28.7,22.0,29.8,20.5,22.0,22.9,106.2,106.4,29.6,23.0,26.2,20.5,0.5679999999999998,0.5698,0.4931999999999999,0.4933,0.4162,0.4141999999999999,0.8783999999999998,0.7666999999999999,6.2,4.9,3.9,3.0
4110,22300375,1610612740,NOP,1610612739,CLE,2023-24,36,28,2023-12-21,64,29.7,21.0,29.1,20.5,22.8,23.1,101.2,107.8,27.6,20.0,30.8,23.5,0.5227999999999999,0.5561,0.4597,0.5321999999999999,0.3427,0.4446,0.8257000000000001,0.7491,6.6,3.7,2.8,3.0
4107,22300377,1610612763,MEM,1610612754,IND,2023-24,35,22,2023-12-21,57,26.8,23.5,26.8,21.0,22.4,23.2,97.6,106.8,26.1,17.0,28.6,21.0,0.5146,0.5687999999999999,0.4415,0.5044,0.284,0.3350000000000001,0.6676,0.7657,4.7,4.5,3.0,2.8
4103,22300378,1610612753,ORL,1610612749,MIL,2023-24,31,28,2023-12-21,59,25.8,21.0,25.2,18.5,21.3,23.8,100.0,103.6,30.9,24.0,33.2,25.5,0.5561,0.5227999999999999,0.5031000000000001,0.4748,0.4057,0.381,0.8843,0.8341999999999998,4.5,4.7,3.3,3.3
4111,22300375,1610612739,CLE,1610612740,NOP,2023-24,28,36,2023-12-21,64,29.8,20.5,28.7,22.0,24.5,21.7,103.2,97.2,26.2,20.5,29.6,23.0,0.5687999999999999,0.5146,0.5088999999999999,0.4426,0.2932,0.4588,0.7657,0.6676,3.2,4.5,3.3,3.3
4113,22300374,1610612762,UTA,1610612765,DET,2023-24,34,32,2023-12-21,66,25.7,20.5,35.6,26.5,21.7,24.5,100.0,100.2,31.0,22.0,30.3,23.0,0.5047999999999999,0.5582,0.42,0.5378000000000001,0.3398,0.3601,0.8550000000000001,0.7939,4.5,3.2,4.0,2.9
4105,22300380,1610612747,LAL,1610612750,MIN,2023-24,32,36,2023-12-21,68,29.3,22.0,25.1,19.5,22.9,22.0,107.8,101.2,30.7,23.5,27.8,19.5,0.5204000000000001,0.5424,0.4639,0.4888,0.3350000000000001,0.284,0.6793,0.6841999999999999,5.3,4.6,2.9,4.0
4089,22300383,1610612751,BKN,1610612743,DEN,2023-24,28,28,2023-12-22,56,28.1,19.0,29.5,20.0,23.0,23.2,98.2,100.0,27.3,20.0,30.8,21.0,0.5071000000000001,0.4974999999999999,0.4231999999999999,0.5497,0.4393999999999999,0.3655,0.7856,0.5471,4.8,3.1,2.7,2.1
4094,22300384,1610612737,ATL,1610612748,MIA,2023-24,26,33,2023-12-22,59,32.9,24.5,28.9,22.0,24.2,22.1,100.8,100.4,32.1,24.5,29.3,22.5,0.6326,0.5327,0.5199999999999999,0.4498,0.4949,0.3296,0.6773,0.475,4.5,6.5,2.1,2.7
4086,22300386,1610612764,WAS,1610612744,GSW,2023-24,25,28,2023-12-22,53,28.9,22.0,32.9,24.5,21.9,23.5,107.2,100.4,29.3,22.5,32.1,24.5,0.5809,0.4803,0.5024,0.4526,0.4262,0.3118,0.8355,0.8515,6.4,6.3,3.7,3.1
4096,22300385,1610612745,HOU,1610612742,DAL,2023-24,23,17,2023-12-22,40,26.8,16.5,29.3,22.0,22.3,21.3,99.8,105.0,28.8,21.5,29.0,23.0,0.4974999999999999,0.5071000000000001,0.4453,0.4702,0.3296,0.4949,0.8166,0.8026,3.9,5.3,3.1,3.7
4088,22300383,1610612743,DEN,1610612751,BKN,2023-24,28,28,2023-12-22,56,30.6,25.0,25.7,19.5,24.4,23.0,97.8,104.0,25.3,20.0,28.8,22.0,0.6033999999999999,0.5588000000000001,0.5497,0.4231999999999999,0.3449,0.4075,0.475,0.6773,3.1,4.8,2.0,3.2
4095,22300384,1610612748,MIA,1610612737,ATL,2023-24,33,26,2023-12-22,59,29.3,22.0,26.8,16.5,21.3,22.3,100.0,98.2,26.5,19.5,26.2,20.5,0.5708000000000001,0.5704,0.4759,0.4125999999999999,0.4575,0.4448,0.8515,0.8355,6.0,6.5,3.2,2.0
4090,22300387,1610612756,PHX,1610612758,SAC,2023-24,30,35,2023-12-22,65,26.0,20.5,31.3,24.0,22.1,24.2,97.4,100.6,28.8,22.0,25.3,20.0,0.5072,0.5488000000000001,0.4498,0.5199999999999999,0.3118,0.4262,0.6829,0.781,6.5,4.5,2.8,3.4
4087,22300386,1610612744,GSW,1610612764,WAS,2023-24,28,25,2023-12-22,53,29.3,23.5,29.4,24.0,23.0,24.4,100.4,100.8,26.2,20.5,26.5,19.5,0.5704,0.5708000000000001,0.4665,0.4871,0.4448,0.4575,0.8026,0.8166,5.3,3.9,3.4,2.8
4092,22300382,1610612755,PHI,1610612761,TOR,2023-24,28,37,2023-12-22,65,31.3,24.0,26.0,20.5,24.6,22.7,105.0,99.8,27.6,19.5,29.8,20.5,0.5488000000000001,0.5072,0.4702,0.4453,0.3655,0.4393999999999999,0.8807,0.7501,6.5,6.0,2.7,3.6
4093,22300382,1610612761,TOR,1610612755,PHI,2023-24,37,28,2023-12-22,65,25.7,19.5,30.6,25.0,23.2,23.0,100.4,107.2,30.8,21.0,27.3,20.0,0.5327,0.6326,0.4871,0.4665,0.289,0.2835,0.5471,0.7856,3.7,3.8,3.6,2.7
4097,22300385,1610612742,DAL,1610612745,HOU,2023-24,17,23,2023-12-22,40,29.5,20.0,28.1,19.0,23.5,21.9,100.6,97.4,29.0,23.0,28.8,21.5,0.4803,0.5809,0.4125999999999999,0.4759,0.2835,0.289,0.7501,0.8807,6.3,6.4,2.8,3.3
4091,22300387,1610612758,SAC,1610612756,PHX,2023-24,35,30,2023-12-22,65,29.4,24.0,29.3,23.5,22.7,24.6,104.0,97.8,29.8,20.5,27.6,19.5,0.5588000000000001,0.6033999999999999,0.4526,0.5024,0.4075,0.3449,0.781,0.6829,3.8,3.7,3.3,2.8
4063,22300396,1610612741,CHI,1610612739,CLE,2023-24,30,32,2023-12-23,62,28.5,24.0,26.0,18.5,23.0,22.2,99.8,98.8,28.7,22.0,31.4,23.5,0.6104999999999999,0.5161,0.5120999999999999,0.4607,0.4264,0.4444,0.7381,0.6541,3.4,4.9,3.7,4.0
4073,22300395,1610612762,UTA,1610612761,TOR,2023-24,31,34,2023-12-23,65,26.8,20.5,30.2,24.0,22.0,23.3,101.6,100.4,32.2,26.0,28.5,22.5,0.501,0.5717000000000001,0.4222,0.4892,0.3523,0.4394,0.875,0.7847999999999999,4.2,4.6,4.0,3.7
4071,22300400,1610612758,SAC,1610612750,MIN,2023-24,20,28,2023-12-23,48,30.2,24.0,26.8,20.5,22.4,23.0,104.0,101.2,29.3,20.5,31.0,23.5,0.5717000000000001,0.501,0.4634999999999999,0.4596,0.4189,0.2451,0.8009999999999999,0.7824000000000001,4.2,2.6,3.4,3.2
4065,22300392,1610612745,HOU,1610612740,NOP,2023-24,26,24,2023-12-23,50,26.5,16.5,27.3,19.5,22.3,22.6,99.4,100.4,26.4,19.0,27.1,20.0,0.494,0.5549999999999999,0.4421,0.5043999999999998,0.3318,0.431,0.8166,0.6841999999999999,3.5,4.6,3.2,3.4
4068,22300393,1610612763,MEM,1610612737,ATL,2023-24,25,32,2023-12-23,57,27.9,23.5,26.2,21.0,22.6,22.3,97.8,100.8,25.8,17.0,28.2,18.5,0.5424,0.5236999999999999,0.4607,0.5120999999999999,0.3152,0.3595,0.683,0.6634,3.6,5.0,3.1,2.4
4069,22300393,1610612737,ATL,1610612763,MEM,2023-24,32,25,2023-12-23,57,32.9,24.5,26.8,21.0,23.8,23.2,100.2,102.2,31.9,24.5,31.9,24.5,0.6345999999999999,0.5417,0.518,0.4885,0.4957,0.3618,0.6273000000000001,0.7417,4.4,4.0,2.4,3.1
4062,22300396,1610612739,CLE,1610612741,CHI,2023-24,32,30,2023-12-23,62,30.1,20.5,29.3,20.5,24.1,24.1,101.0,97.6,27.6,20.5,27.0,20.0,0.5712999999999999,0.5949,0.5033,0.5278,0.2965,0.3699,0.6657,0.8841999999999999,2.6,4.2,3.2,3.0
4067,22300398,1610612742,DAL,1610612759,SAS,2023-24,40,29,2023-12-23,69,29.2,18.5,28.4,20.5,23.2,23.8,100.6,101.4,28.5,22.5,32.2,26.0,0.4511,0.5797999999999999,0.3918,0.4935,0.2451,0.4189,0.7667999999999999,0.4417,6.5,2.5,3.0,3.2
