index,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,OPPONENT_TEAM_ID,OPPONENT_TEAM_ABBREVIATION,SEASON,PTS_QTR1,PTS_QTR1_OPP,GAME_DATE,TOTAL_FQP,TEAM_LAST_10,TEAM_WORST_2,LAST_10_OPP,WORST_2_OPP,TEAM_FGA,FGA_OPP,TEAM_PACE,PACE_OPP,TEAM_LAST_10_AGAINST,TEAM_WORST_2_AGAINST,LAST_10_OPP_AGAINST,WORST_2_OPP_AGAINST
1996,22200231,1610612738,BOS,1610612740,NOP,2022-23,40,25,2022-11-18,65,30.1,26.5,31.3,25.5,22.3,24.7,104.6,100.8,27.2,16.5,26.7,21.0
1993,22200230,1610612743,DEN,1610612742,DAL,2022-23,27,29,2022-11-18,56,32.1,25.5,29.2,24.0,22.8,22.4,105.4,102.4,26.7,21.0,27.2,16.5
2005,22200226,1610612755,PHI,1610612749,MIL,2022-23,24,34,2022-11-18,58,28.5,21.0,28.2,22.5,21.1,21.0,100.0,100.0,26.6,20.5,28.1,18.5
2008,22200224,1610612764,WAS,1610612748,MIA,2022-23,33,31,2022-11-18,64,26.9,19.0,30.8,25.5,22.5,22.1,102.4,99.4,28.1,18.5,26.6,20.5
1994,22200228,1610612754,IND,1610612745,HOU,2022-23,10,25,2022-11-18,35,27.2,20.5,30.3,21.5,23.2,23.2,107.0,104.6,30.5,26.0,30.7,22.5
1999,22200234,1610612747,LAL,1610612765,DET,2022-23,30,37,2022-11-18,67,27.0,21.5,26.4,21.0,23.9,21.9,105.6,100.8,30.7,22.5,30.5,26.0
2001,22200225,1610612739,CLE,1610612766,CHA,2022-23,28,14,2022-11-18,42,30.5,22.0,31.2,27.0,23.1,22.3,103.0,100.0,31.2,23.0,26.4,23.0
2011,22200229,1610612763,MEM,1610612760,OKC,2022-23,33,28,2022-11-18,61,31.0,21.5,27.1,19.5,24.4,22.9,101.8,107.0,26.4,23.0,31.2,23.0
1982,22200235,1610612737,ATL,1610612761,TOR,2022-23,29,31,2022-11-19,60,25.5,19.5,27.6,22.0,24.1,22.5,103.2,104.4,29.9,22.0,29.8,25.5
1983,22200235,1610612761,TOR,1610612737,ATL,2022-23,31,29,2022-11-19,60,27.6,22.5,32.4,24.5,24.2,21.0,104.4,103.2,29.8,25.5,29.9,22.0
1985,22200239,1610612759,SAS,1610612746,LAC,2022-23,22,40,2022-11-19,62,27.6,22.0,25.5,19.5,23.9,23.0,100.2,101.0,31.6,25.0,29.7,25.5
1988,22200236,1610612754,IND,1610612753,ORL,2022-23,22,28,2022-11-19,50,25.9,14.0,27.0,15.0,22.8,21.2,106.2,104.2,29.7,25.5,31.6,25.0
1991,22200237,1610612750,MIN,1610612755,PHI,2022-23,33,23,2022-11-19,56,30.3,21.5,28.2,21.0,22.5,24.1,104.2,106.2,29.7,22.0,29.8,23.5
1989,22200236,1610612753,ORL,1610612754,IND,2022-23,28,22,2022-11-19,50,29.7,23.5,26.9,24.0,21.0,24.2,100.2,100.8,29.8,23.5,29.7,22.0
1986,22200238,1610612757,POR,1610612762,UTA,2022-23,23,20,2022-11-19,43,26.9,24.0,29.7,23.5,23.0,23.9,96.0,101.0,29.3,25.0,26.5,20.5
1990,22200237,1610612755,PHI,1610612750,MIN,2022-23,23,33,2022-11-19,56,28.2,21.0,30.3,21.5,21.2,22.0,101.0,100.2,26.5,20.5,29.3,25.0
1984,22200239,1610612746,LAC,1610612759,SAS,2022-23,40,22,2022-11-19,62,27.0,15.0,25.9,14.0,21.2,22.8,101.0,96.0,25.2,19.5,28.0,22.5
1987,22200238,1610612762,UTA,1610612757,POR,2022-23,20,23,2022-11-19,43,32.4,24.5,27.6,22.5,22.0,21.2,100.8,100.2,28.0,22.5,25.2,19.5
1975,22200241,1610612764,WAS,1610612766,CHA,2022-23,35,27,2022-11-20,62,28.7,24.0,30.4,23.0,22.3,22.9,102.8,100.2,27.8,18.5,28.3,19.5
1968,22200242,1610612765,DET,1610612758,SAC,2022-23,33,38,2022-11-20,71,25.7,21.0,27.8,22.0,22.3,23.0,104.2,98.4,28.3,19.5,27.8,18.5
1969,22200242,1610612758,SAC,1610612765,DET,2022-23,38,33,2022-11-20,71,30.0,23.5,30.0,21.5,23.4,23.6,104.2,103.6,30.1,23.0,31.8,22.5
1973,22200247,1610612747,LAL,1610612759,SAS,2022-23,34,20,2022-11-20,54,27.8,22.0,25.7,21.0,22.9,22.3,104.8,97.0,31.8,22.5,30.1,23.0
1980,22200243,1610612763,MEM,1610612751,BKN,2022-23,29,28,2022-11-20,57,31.3,21.5,27.2,20.0,24.5,22.8,102.2,99.2,26.8,23.0,25.2,18.5
1981,22200243,1610612751,BKN,1610612763,MEM,2022-23,28,29,2022-11-20,57,30.4,23.0,28.7,24.0,22.8,24.5,98.0,100.6,25.2,18.5,26.8,23.0
1976,22200244,1610612739,CLE,1610612748,MIA,2022-23,28,27,2022-11-20,55,30.0,22.0,32.2,26.0,23.0,22.3,100.4,99.8,29.2,17.5,29.3,21.5
1978,22200240,1610612752,NYK,1610612756,PHX,2022-23,22,28,2022-11-20,50,29.2,20.0,31.2,24.5,24.4,22.2,105.4,105.2,29.3,21.5,29.2,17.5
1970,22200245,1610612744,GSW,1610612745,HOU,2022-23,40,28,2022-11-20,68,31.2,24.5,29.2,20.0,22.2,24.4,105.2,105.4,28.1,22.0,27.4,22.5
1967,22200246,1610612743,DEN,1610612742,DAL,2022-23,25,25,2022-11-20,50,32.2,26.0,30.0,22.0,22.5,22.8,103.6,104.2,27.4,22.5,28.1,22.0
1977,22200244,1610612748,MIA,1610612739,CLE,2022-23,27,28,2022-11-20,55,30.9,25.5,29.6,25.5,22.6,20.8,100.2,102.8,29.5,25.5,29.3,24.0
1974,22200241,1610612766,CHA,1610612764,WAS,2022-23,27,35,2022-11-20,62,25.1,16.0,28.0,23.0,22.8,22.5,97.0,104.8,29.3,24.0,29.5,25.5
1979,22200240,1610612756,PHX,1610612752,NYK,2022-23,28,22,2022-11-20,50,30.0,21.5,30.0,23.5,23.2,22.2,100.6,98.0,29.3,22.0,28.2,19.5
1966,22200246,1610612742,DAL,1610612743,DEN,2022-23,25,25,2022-11-20,50,29.6,25.5,30.9,25.5,22.2,23.2,98.4,104.2,28.2,19.5,29.3,22.0
1971,22200245,1610612745,HOU,1610612744,GSW,2022-23,28,40,2022-11-20,68,28.0,23.0,25.1,16.0,20.8,22.6,99.2,102.2,29.5,19.0,33.3,27.5
1972,22200247,1610612759,SAS,1610612747,LAL,2022-23,20,34,2022-11-20,54,27.2,20.0,31.3,21.5,23.6,23.4,99.8,100.4,33.3,27.5,29.5,19.0
1963,22200249,1610612754,IND,1610612753,ORL,2022-23,27,28,2022-11-21,55,25.4,14.0,31.5,24.5,22.6,22.6,107.0,102.2,28.7,25.5,29.0,23.5
1952,22200251,1610612757,POR,1610612749,MIL,2022-23,32,30,2022-11-21,62,26.0,23.0,29.1,23.5,22.6,22.6,96.8,103.4,29.0,23.5,28.7,25.5
1958,22200248,1610612737,ATL,1610612739,CLE,2022-23,26,38,2022-11-21,64,25.4,19.5,29.3,22.0,24.0,24.0,104.2,101.0,29.8,22.0,28.9,17.5
1959,22200248,1610612739,CLE,1610612737,ATL,2022-23,38,26,2022-11-21,64,29.3,22.0,25.4,19.5,23.3,21.8,101.0,101.6,28.9,17.5,29.8,22.0
1960,22200255,1610612746,LAC,1610612762,UTA,2022-23,34,24,2022-11-21,58,28.0,15.0,31.3,27.5,21.4,22.6,100.6,104.6,25.1,19.5,29.5,21.5
1957,22200252,1610612750,MIN,1610612748,MIA,2022-23,30,33,2022-11-21,63,30.8,21.5,31.3,27.5,22.9,22.8,103.8,102.0,29.5,21.5,25.1,19.5
1964,22200253,1610612740,NOP,1610612744,GSW,2022-23,35,16,2022-11-21,51,28.3,23.5,25.9,21.0,22.6,21.4,102.0,103.8,28.9,22.5,29.1,25.5
1956,22200252,1610612748,MIA,1610612750,MIN,2022-23,33,30,2022-11-21,63,31.3,27.5,30.8,21.5,22.6,22.9,101.0,107.8,29.1,25.5,28.9,22.5
1950,22200250,1610612741,CHI,1610612738,BOS,2022-23,28,23,2022-11-21,51,25.9,21.0,28.3,23.5,22.4,22.6,102.2,107.0,28.7,21.5,27.7,22.5
1961,22200255,1610612762,UTA,1610612746,LAC,2022-23,24,34,2022-11-21,58,32.1,23.0,30.7,26.5,22.9,22.6,101.6,101.0,27.7,22.5,28.7,21.5
1965,22200253,1610612744,GSW,1610612740,NOP,2022-23,16,35,2022-11-21,51,31.5,24.5,25.4,14.0,21.8,23.3,103.4,96.8,28.0,22.0,33.7,25.5
1954,22200254,1610612760,OKC,1610612752,NYK,2022-23,34,38,2022-11-21,72,31.3,27.5,28.0,15.0,23.6,21.2,107.8,101.0,33.7,25.5,28.0,22.0
1953,22200251,1610612749,MIL,1610612757,POR,2022-23,30,32,2022-11-21,62,31.5,25.5,28.2,20.0,22.8,22.9,100.0,105.2,28.2,23.5,29.1,22.5
1962,22200249,1610612753,ORL,1610612754,IND,2022-23,28,27,2022-11-21,55,29.1,23.5,26.0,23.0,21.2,23.6,101.0,104.2,29.1,22.5,28.2,23.5
1955,22200254,1610612752,NYK,1610612760,OKC,2022-23,38,34,2022-11-21,72,28.2,20.0,31.5,25.5,24.0,24.0,105.2,100.0,30.0,24.0,28.2,19.5
1951,22200250,1610612738,BOS,1610612741,CHI,2022-23,23,28,2022-11-21,51,30.7,26.5,32.1,23.0,22.6,22.4,104.6,100.6,28.2,19.5,30.0,24.0
1947,22200258,1610612743,DEN,1610612765,DET,2022-23,29,28,2022-11-22,57,31.2,25.0,28.7,22.0,22.4,22.9,104.0,103.0,27.4,22.5,27.2,20.5
1943,22200256,1610612755,PHI,1610612751,BKN,2022-23,33,26,2022-11-22,59,27.7,21.0,26.7,21.0,21.0,24.9,103.0,104.0,27.2,20.5,27.4,22.5
1942,22200256,1610612751,BKN,1610612755,PHI,2022-23,26,33,2022-11-22,59,29.9,23.0,30.6,23.5,22.9,22.4,98.2,104.4,26.3,20.0,28.7,19.5
1946,22200258,1610612765,DET,1610612743,DEN,2022-23,28,29,2022-11-22,57,26.7,21.0,27.7,21.0,22.4,23.0,104.0,103.6,28.7,19.5,26.3,20.0
1949,22200259,1610612747,LAL,1610612756,PHX,2022-23,22,26,2022-11-22,48,28.7,22.0,31.2,25.0,23.0,22.4,104.2,100.8,31.0,21.0,29.1,21.0
1948,22200259,1610612756,PHX,1610612747,LAL,2022-23,26,22,2022-11-22,48,29.9,21.5,31.6,21.5,23.4,23.3,100.8,104.2,29.1,21.0,31.0,21.0
1944,22200257,1610612763,MEM,1610612758,SAC,2022-23,31,28,2022-11-22,59,31.6,21.5,29.9,21.5,24.9,21.0,103.6,104.0,27.3,23.0,31.1,25.5
1945,22200257,1610612758,SAC,1610612763,MEM,2022-23,28,31,2022-11-22,59,30.6,23.5,29.9,23.0,23.3,23.4,104.4,98.2,31.1,25.5,27.3,23.0
1934,22200269,1610612759,SAS,1610612740,NOP,2022-23,19,29,2022-11-23,48,26.1,19.0,27.3,22.5,23.5,24.3,99.2,102.6,33.5,27.5,28.2,22.0
1936,22200271,1610612744,GSW,1610612746,LAC,2022-23,32,29,2022-11-23,61,30.7,20.5,26.9,24.0,21.5,23.5,104.2,101.6,28.2,22.0,33.5,27.5
1924,22200264,1610612738,BOS,1610612742,DAL,2022-23,34,23,2022-11-23,57,30.3,24.5,31.5,22.5,22.8,24.1,104.4,96.8,27.5,19.5,25.1,19.5
1937,22200271,1610612746,LAC,1610612744,GSW,2022-23,29,32,2022-11-23,61,28.0,15.0,26.9,21.0,21.9,22.7,100.8,102.4,25.1,19.5,27.5,19.5
1926,22200265,1610612764,WAS,1610612748,MIA,2022-23,26,28,2022-11-23,54,29.4,24.0,31.3,27.5,22.6,23.1,102.4,100.8,27.5,18.5,28.2,19.0
1935,22200269,1610612740,NOP,1610612759,SAS,2022-23,29,19,2022-11-23,48,29.1,23.5,29.2,24.0,23.1,22.6,101.6,104.2,28.2,19.0,27.5,18.5
1921,22200262,1610612750,MIN,1610612754,IND,2022-23,29,21,2022-11-23,50,31.5,22.5,30.3,24.5,23.1,22.6,104.6,107.8,30.2,21.5,29.7,27.0
1927,22200265,1610612748,MIA,1610612764,WAS,2022-23,28,26,2022-11-23,54,31.3,27.5,29.4,24.0,22.7,22.7,102.6,107.4,29.7,27.0,30.2,21.5
1931,22200270,1610612765,DET,1610612762,UTA,2022-23,30,25,2022-11-23,55,26.9,21.0,28.0,15.0,22.7,22.5,103.2,103.0,28.5,19.5,27.3,19.5
1925,22200264,1610612742,DAL,1610612738,BOS,2022-23,23,34,2022-11-23,57,29.2,24.0,29.1,23.5,22.0,21.7,99.2,104.4,27.3,19.5,28.5,19.5
1933,22200263,1610612737,ATL,1610612758,SAC,2022-23,35,26,2022-11-23,61,25.2,19.5,26.5,21.0,24.1,22.8,102.8,97.2,30.2,22.0,29.9,25.5
1922,22200266,1610612761,TOR,1610612751,BKN,2022-23,26,38,2022-11-23,64,27.3,22.5,26.1,19.0,24.3,23.5,104.4,99.2,29.9,25.5,30.2,22.0
1920,22200262,1610612754,IND,1610612750,MIN,2022-23,21,29,2022-11-23,50,24.5,14.0,31.1,25.5,22.5,23.0,107.4,102.6,28.7,25.5,34.3,25.5
1938,22200268,1610612760,OKC,1610612743,DEN,2022-23,21,38,2022-11-23,59,31.4,27.5,31.0,24.0,23.5,21.5,107.8,104.6,34.3,25.5,28.7,25.5
1939,22200268,1610612743,DEN,1610612760,OKC,2022-23,38,21,2022-11-23,59,31.0,25.0,31.0,22.0,22.5,22.7,102.6,103.4,27.6,22.5,29.1,24.5
1929,22200267,1610612749,MIL,1610612741,CHI,2022-23,33,32,2022-11-23,65,31.1,25.5,24.5,14.0,23.1,23.2,100.4,99.6,29.1,24.5,27.6,22.5
1940,22200261,1610612739,CLE,1610612757,POR,2022-23,28,21,2022-11-23,49,29.6,22.0,29.8,23.0,22.7,23.6,99.6,100.4,28.8,17.5,28.8,22.5
1930,22200270,1610612762,UTA,1610612765,DET,2022-23,25,30,2022-11-23,55,31.0,22.0,31.0,25.0,22.7,21.9,103.0,97.6,28.8,22.5,28.8,17.5
1918,22200260,1610612755,PHI,1610612766,CHA,2022-23,33,21,2022-11-23,54,27.3,21.0,25.2,16.0,21.7,22.0,102.6,99.2,27.6,20.5,29.0,23.5
1941,22200261,1610612757,POR,1610612739,CLE,2022-23,21,28,2022-11-23,49,26.9,24.0,30.7,20.5,22.6,23.1,96.8,104.4,29.0,23.5,27.6,20.5
1923,22200266,1610612751,BKN,1610612761,TOR,2022-23,38,26,2022-11-23,64,29.8,23.0,29.6,22.0,23.0,22.5,97.6,103.0,27.1,20.0,30.8,25.5
1932,22200263,1610612758,SAC,1610612737,ATL,2022-23,26,35,2022-11-23,61,31.0,24.0,31.4,27.5,23.6,22.7,103.0,103.2,30.8,25.5,27.1,20.0
1928,22200267,1610612741,CHI,1610612749,MIL,2022-23,32,33,2022-11-23,65,26.5,21.0,25.2,19.5,23.2,23.1,103.4,102.6,27.3,21.5,30.1,24.0
1919,22200260,1610612766,CHA,1610612755,PHI,2022-23,21,33,2022-11-23,54,25.2,16.0,27.3,21.0,22.7,22.7,97.2,102.8,30.1,24.0,27.3,21.5
1912,22200275,1610612738,BOS,1610612758,SAC,2022-23,36,22,2022-11-25,58,31.1,25.5,26.2,19.5,23.1,23.0,104.8,99.2,26.7,19.5,33.6,27.5
1894,22200282,1610612759,SAS,1610612747,LAL,2022-23,21,33,2022-11-25,54,26.2,19.5,31.1,25.5,23.5,25.1,99.2,104.8,33.6,27.5,26.7,19.5
1900,22200283,1610612756,PHX,1610612765,DET,2022-23,23,22,2022-11-25,45,30.1,21.5,29.8,23.0,23.3,23.7,101.0,96.2,29.3,22.0,26.9,20.5
1893,22200273,1610612755,PHI,1610612753,ORL,2022-23,24,29,2022-11-25,53,27.6,21.0,24.0,14.0,21.5,23.2,102.6,101.4,26.9,20.5,29.3,22.0
1907,22200278,1610612737,ATL,1610612745,HOU,2022-23,33,38,2022-11-25,71,26.6,20.0,28.4,23.0,23.7,23.0,103.0,107.2,29.6,22.0,29.3,24.0
1904,22200272,1610612766,CHA,1610612750,MIN,2022-23,29,34,2022-11-25,63,24.9,16.0,27.8,22.0,23.2,21.5,97.6,99.2,29.3,24.0,29.6,22.0
1891,22200276,1610612751,BKN,1610612754,IND,2022-23,35,23,2022-11-25,58,29.8,23.0,30.1,21.5,22.6,24.3,97.8,104.2,26.9,20.0,26.8,20.5
1915,22200285,1610612743,DEN,1610612746,LAC,2022-23,31,26,2022-11-25,57,30.6,25.0,31.3,25.5,22.2,23.1,100.2,101.2,26.8,20.5,26.9,20.0
1901,22200283,1610612765,DET,1610612756,PHX,2022-23,22,23,2022-11-25,45,27.8,22.0,24.9,16.0,23.1,21.0,103.6,102.4,28.6,20.0,33.9,25.5
1908,22200281,1610612760,OKC,1610612741,CHI,2022-23,32,30,2022-11-25,62,30.6,24.0,28.7,23.5,23.5,21.6,105.4,103.4,33.9,25.5,28.6,20.0
1905,22200272,1610612750,MIN,1610612766,CHA,2022-23,34,29,2022-11-25,63,32.4,25.5,29.5,22.0,23.2,22.4,103.8,103.8,29.9,20.5,30.5,21.0
1895,22200282,1610612747,LAL,1610612759,SAS,2022-23,33,21,2022-11-25,54,28.3,21.5,30.4,24.0,23.0,23.1,103.8,103.8,30.5,21.0,29.9,20.5
1911,22200277,1610612748,MIA,1610612764,WAS,2022-23,28,38,2022-11-25,66,30.8,27.5,30.0,22.5,22.8,21.8,103.2,103.8,29.1,26.5,28.5,22.5
1892,22200273,1610612753,ORL,1610612755,PHI,2022-23,29,24,2022-11-25,53,28.7,23.5,30.6,24.0,21.6,23.5,101.4,99.4,28.5,22.5,29.1,26.5
1890,22200276,1610612754,IND,1610612751,BKN,2022-23,23,35,2022-11-25,58,24.0,14.0,27.6,21.0,22.8,21.7,107.2,103.0,29.0,25.5,29.0,23.5
1898,22200274,1610612757,POR,1610612752,NYK,2022-23,25,31,2022-11-25,56,26.5,22.0,27.2,21.0,21.7,22.8,96.2,101.0,29.0,23.5,29.0,25.5
1913,22200275,1610612758,SAC,1610612738,BOS,2022-23,22,36,2022-11-25,58,30.4,24.0,28.3,21.5,23.7,23.3,103.6,102.8,31.0,25.5,30.6,19.0
1906,22200278,1610612745,HOU,1610612737,ATL,2022-23,38,33,2022-11-25,71,28.4,23.0,26.6,20.0,21.0,23.1,99.4,101.4,30.6,19.0,31.0,25.5
1899,22200274,1610612752,NYK,1610612757,POR,2022-23,31,25,2022-11-25,56,29.9,20.5,29.4,23.5,24.3,22.6,105.2,100.4,31.2,26.5,27.4,17.5
1902,22200279,1610612740,NOP,1610612763,MEM,2022-23,25,44,2022-11-25,69,29.4,23.5,29.9,20.5,23.0,23.7,101.4,102.6,27.4,17.5,31.2,26.5
1917,22200280,1610612749,MIL,1610612739,CLE,2022-23,25,30,2022-11-25,55,31.3,25.5,30.6,25.0,23.1,22.2,100.4,105.2,29.7,24.5,28.8,17.5
1916,22200280,1610612739,CLE,1610612749,MIL,2022-23,30,25,2022-11-25,55,30.0,22.5,30.8,27.5,22.3,23.0,99.2,97.6,28.8,17.5,29.7,24.5
1903,22200279,1610612763,MEM,1610612740,NOP,2022-23,44,25,2022-11-25,69,31.7,21.5,28.9,24.0,25.1,23.5,103.4,105.4,27.8,23.5,28.1,22.0
1897,22200284,1610612744,GSW,1610612762,UTA,2022-23,37,23,2022-11-25,60,30.9,20.5,28.1,15.0,21.4,22.3,103.8,103.2,28.1,22.0,27.8,23.5
1910,22200277,1610612764,WAS,1610612748,MIA,2022-23,38,28,2022-11-25,66,28.9,24.0,31.7,21.5,22.4,23.2,102.8,103.6,27.8,18.5,28.4,22.5
1896,22200284,1610612762,UTA,1610612744,GSW,2022-23,23,37,2022-11-25,60,29.5,22.0,32.4,25.5,22.3,21.4,102.4,103.6,28.4,22.5,27.8,18.5
1909,22200281,1610612741,CHI,1610612760,OKC,2022-23,30,32,2022-11-25,62,27.2,21.0,26.5,22.0,23.0,22.3,104.2,97.8,27.9,21.5,26.5,21.5
1914,22200285,1610612746,LAC,1610612743,DEN,2022-23,26,31,2022-11-25,57,28.1,15.0,30.9,20.5,21.8,22.8,101.2,100.2,26.5,21.5,27.9,21.5
1888,22200287,1610612745,HOU,1610612760,OKC,2022-23,23,22,2022-11-26,45,29.9,23.5,28.9,21.5,21.0,23.8,101.0,99.8,30.9,19.0,33.5,25.5
1889,22200287,1610612760,OKC,1610612745,HOU,2022-23,22,23,2022-11-26,45,30.4,24.0,25.6,19.5,23.5,22.8,105.4,103.6,33.5,25.5,30.9,19.0
1883,22200288,1610612747,LAL,1610612759,SAS,2022-23,33,34,2022-11-26,67,29.3,21.5,29.6,21.5,22.8,23.5,103.8,100.2,29.9,20.5,29.2,22.5
1887,22200289,1610612762,UTA,1610612756,PHX,2022-23,32,22,2022-11-26,54,28.9,21.5,29.9,23.5,23.2,23.6,103.8,101.0,29.2,22.5,29.9,20.5
1885,22200286,1610612761,TOR,1610612742,DAL,2022-23,24,29,2022-11-26,53,26.7,22.5,29.2,24.0,24.3,22.0,103.6,105.4,30.6,25.5,27.2,19.5
1884,22200286,1610612742,DAL,1610612761,TOR,2022-23,29,24,2022-11-26,53,29.2,24.0,26.7,22.5,22.0,24.3,100.2,103.8,27.2,19.5,30.6,25.5
1882,22200288,1610612759,SAS,1610612747,LAL,2022-23,34,33,2022-11-26,67,25.6,19.5,30.4,24.0,23.6,23.2,99.8,101.0,32.9,27.5,29.0,22.0
1886,22200289,1610612756,PHX,1610612762,UTA,2022-23,22,32,2022-11-26,54,29.6,21.5,29.3,21.5,23.8,21.0,101.0,103.8,29.0,22.0,32.9,27.5
1877,22200297,1610612755,PHI,1610612753,ORL,2022-23,36,32,2022-11-27,68,27.5,21.0,32.0,21.5,21.4,25.1,101.8,103.2,26.7,20.5,28.6,23.5
1880,22200290,1610612757,POR,1610612751,BKN,2022-23,24,31,2022-11-27,55,26.4,22.0,33.2,27.0,21.9,22.5,96.6,105.2,28.6,23.5,26.7,20.5
1881,22200290,1610612751,BKN,1610612757,POR,2022-23,31,24,2022-11-27,55,30.3,23.0,27.0,20.0,22.4,21.3,99.4,105.8,27.1,20.5,30.5,25.5
1866,22200296,1610612752,NYK,1610612763,MEM,2022-23,26,25,2022-11-27,51,30.1,20.5,29.9,24.0,24.1,21.9,104.6,97.6,30.5,25.5,27.1,20.5
1870,22200293,1610612748,MIA,1610612737,ATL,2022-23,23,31,2022-11-27,54,30.7,27.5,30.0,22.5,23.3,22.7,102.2,101.8,30.1,26.5,27.9,24.0
1867,22200296,1610612763,MEM,1610612752,NYK,2022-23,25,26,2022-11-27,51,32.0,21.5,27.5,21.0,25.1,21.4,103.4,105.0,27.9,24.0,30.1,26.5
1879,22200295,1610612765,DET,1610612739,CLE,2022-23,26,20,2022-11-27,46,27.2,21.5,27.8,15.0,22.7,23.3,101.8,102.2,27.6,19.0,30.1,24.5
1874,22200298,1610612749,MIL,1610612742,DAL,2022-23,41,33,2022-11-27,74,30.4,24.5,31.5,25.5,23.0,21.7,100.0,97.8,30.1,24.5,27.6,19.0
1876,22200297,1610612753,ORL,1610612755,PHI,2022-23,32,36,2022-11-27,68,28.6,23.5,29.0,24.0,21.9,24.1,100.2,105.6,27.9,22.5,26.8,18.5
1869,22200294,1610612764,WAS,1610612738,BOS,2022-23,26,35,2022-11-27,61,29.9,24.0,30.1,20.5,22.5,21.9,103.2,101.8,26.8,18.5,27.9,22.5
1864,22200292,1610612754,IND,1610612746,LAC,2022-23,29,35,2022-11-27,64,24.5,15.5,31.9,20.5,22.3,23.7,107.0,101.0,29.2,25.5,29.4,20.5
1873,22200291,1610612750,MIN,1610612744,GSW,2022-23,27,47,2022-11-27,74,33.2,27.0,26.4,22.0,23.3,22.8,105.8,99.4,29.4,20.5,29.2,25.5
1865,22200292,1610612746,LAC,1610612754,IND,2022-23,35,29,2022-11-27,64,27.8,15.0,27.2,21.5,21.3,22.4,101.0,107.0,26.7,21.5,27.8,21.0
1872,22200291,1610612744,GSW,1610612750,MIN,2022-23,47,27,2022-11-27,74,31.9,20.5,24.5,15.5,22.5,23.6,105.0,103.4,27.8,21.0,26.7,21.5
1875,22200298,1610612742,DAL,1610612749,MIL,2022-23,33,41,2022-11-27,74,29.0,24.0,28.6,23.5,21.7,23.0,97.8,100.0,26.7,19.5,26.0,19.5
1868,22200294,1610612738,BOS,1610612764,WAS,2022-23,35,26,2022-11-27,61,31.5,25.5,30.4,24.5,23.6,22.5,105.6,100.2,26.0,19.5,26.7,19.5
1878,22200295,1610612739,CLE,1610612765,DET,2022-23,20,26,2022-11-27,46,30.0,22.5,30.7,27.5,22.8,23.3,97.6,104.6,27.7,17.5,30.6,22.0
1871,22200293,1610612737,ATL,1610612748,MIA,2022-23,31,23,2022-11-27,54,27.0,20.0,30.3,23.0,23.7,22.3,105.2,96.6,30.6,22.0,27.7,17.5
1863,22200302,1610612751,BKN,1610612753,ORL,2022-23,23,28,2022-11-28,51,30.0,23.0,32.2,26.0,22.2,20.7,98.8,100.4,26.6,20.5,28.9,17.5
1846,22200304,1610612740,NOP,1610612760,OKC,2022-23,34,26,2022-11-28,60,29.1,23.5,29.2,21.5,22.3,23.4,102.6,101.2,28.9,17.5,26.6,20.5
1844,22200300,1610612764,WAS,1610612750,MIN,2022-23,38,33,2022-11-28,71,30.0,24.5,25.7,16.0,22.0,21.7,103.0,105.6,27.9,18.5,29.0,22.5
1862,22200302,1610612753,ORL,1610612751,BKN,2022-23,28,23,2022-11-28,51,28.5,23.5,29.3,21.5,21.7,22.0,101.0,100.2,29.0,22.5,27.9,18.5
1860,22200301,1610612738,BOS,1610612766,CHA,2022-23,45,19,2022-11-28,64,32.2,26.0,30.0,23.0,23.8,22.6,105.6,103.0,25.2,19.5,27.8,20.5
1856,22200299,1610612755,PHI,1610612737,ATL,2022-23,23,34,2022-11-28,57,28.9,21.5,28.3,20.0,20.9,23.8,102.2,103.8,27.8,20.5,25.2,19.5
1858,22200306,1610612741,CHI,1610612762,UTA,2022-23,27,27,2022-11-28,54,27.5,21.0,30.1,22.5,23.2,22.4,103.2,104.0,28.5,21.5,29.3,21.5
1857,22200299,1610612737,ATL,1610612755,PHI,2022-23,34,23,2022-11-28,57,27.6,20.0,29.8,23.0,23.4,23.3,105.6,106.6,29.3,21.5,28.5,21.5
1853,22200307,1610612756,PHX,1610612758,SAC,2022-23,31,26,2022-11-28,57,28.3,21.0,29.7,25.0,24.2,23.4,101.4,100.4,29.6,22.0,30.4,25.5
1849,22200303,1610612761,TOR,1610612739,CLE,2022-23,26,24,2022-11-28,50,26.2,22.5,27.9,21.5,23.6,23.4,101.2,102.6,30.4,25.5,29.6,22.0
1847,22200304,1610612760,OKC,1610612740,NOP,2022-23,26,34,2022-11-28,60,29.3,21.5,28.5,23.5,23.3,23.4,103.8,102.2,33.0,23.5,27.2,17.5
1848,22200303,1610612739,CLE,1610612761,TOR,2022-23,24,26,2022-11-28,50,28.3,20.0,28.9,21.5,22.4,23.2,96.4,104.8,27.2,17.5,33.0,23.5
1851,22200305,1610612743,DEN,1610612745,HOU,2022-23,42,39,2022-11-28,81,29.7,25.0,28.3,21.0,22.4,22.5,100.4,98.8,26.7,20.5,29.7,24.0
1861,22200301,1610612766,CHA,1610612738,BOS,2022-23,19,45,2022-11-28,64,25.7,16.0,30.0,24.5,23.8,20.9,100.4,101.4,29.7,24.0,26.7,20.5
1845,22200300,1610612750,MIN,1610612764,WAS,2022-23,33,38,2022-11-28,71,31.9,26.0,24.6,15.5,23.4,23.6,106.6,105.6,30.7,20.5,29.7,16.0
